author_name,number_of_likes,quotes_text
Stanisław Lem,10,"During the next two weeks Trurl fed general instructions into his future electropoet, then set up all the necessary logic circuits, emotive elements, semantic centers. He was about to invite Klapaucius to attend a trial run, but thought better of it and started the machine himself. It immediately proceeded to deliver a lecture on the grinding of crystallographical surfaces as an introduction to the study of submolecular magnetic anomalies. Trurl bypassed half the logic circuits and made the emotive more electromotive; the machine sobbed, went into hysterics, then finally said, blubbering terribly, what a cruel, cruel world this was. Trurl intensified the semantic fields and attached a strength of character component; the machine informed him that from now on he would carry out its every wish and to begin with add six floors to the nine it already had, so it could better meditate upon the meaning of existence. Trurl installed a philosophical throttle instead; the machine fell silent and sulked. Only after endless pleading and cajoling was he able to get it to recite something: ""I had a little froggy."" That appeared to exhaust its repertoire. Trurl adjusted, modulated, expostulated, disconnected, ran checks, reconnected, reset, did everything he could think of, and the machine presented him with a poem that made him thank heaven Klapaucius wasn't there to laugh — imagine, simulating the whole Universe from scratch, not to mention Civilization in every particular, and to end up with such dreadful doggerel! Trurl put in six cliché filters, but they snapped like matches; he had to make them out of pure corundum steel. This seemed to work, so he jacked the semanticity up all the way, plugged in an alternating rhyme generator — which nearly ruined everything, since the machine resolved to become a missionary among destitute tribes on far-flung planets. But at the very last minute, just as he was ready to give up and take a hammer to it, Trurl was struck by an inspiration; tossing out all the logic circuits, he replaced them with self-regulating egocentripetal narcissistors. The machine simpered a little, whimpered a little, laughed bitterly, complained of an awful pain on its third floor, said that in general it was fed up, through, life was beautiful but men were such beasts and how sorry they'd all be when it was dead and gone. Then it asked for pen and paper."
G.S. Jennsen,10,Alex dragged her gaze away from the visuals to regard Nika curiously. “Each one of these points of view—they’re all you?
C. Robert Cargill,10,At one point GALILEO told the smartest person alive that talking to her was like trying to teach calculus to a five-year-old
Branko Milanović,10,"Fears of robotics and technology arise, I think, from two human frailties. One is cognitive: we simply do not know what ­future technological change ­will be and thus cannot tell what new jobs will be created, what our ­future needs ­will be, or how raw materials ­will be used. The second is psychological: we get a thrill from fear of the unknown—in this case, th"
Kai-Fu Lee,10,"When asked how far China lags behind Silicon Valley in artificial intelligence research, some Chinese entrepreneurs jokingly answer ‘sixteen hours’ — the time difference between California and Beijing."
Abhijit Naska,10,The reality is that AI is there to act as a supplement to human life and expand our capacities.
-Dipti Dhaku,10,Technological progress i
Philip Wyeth,10,"We are the ones who saw how perpetual motion, as realized by the Worker-Factory-Mechanic, could be the vanguard of an equitable future. All that was needed was a raw material capable of matching AI's tireless pace. We found it in that bountiful gift that comes from our dear Mother Earth: industrial-grade hemp."
Clyde DeSouza,10,God Bias
Abhijit Naska,10,"The only way to make sure that you don't lose your job with the arrival of AI, is to do something that AI cannot do, and the only thing that artificial intelligence cannot do but a human can, is being original. So, do something original and no AI can ever replace you."
Abhijit Naska,10,Artificial Intelligence will not destroy the world. Our irresponsibility will destroy the world.
Amit Ray,16,"Primary aim of quantum artificial intelligence is to improve human freedom, dignity, equality, security, and total well-being."
Amit Ray,16,Simulating the behavior of 100 billion neurons of human brain is not feasible by classical computer but quantum machine learning promises to fulfill that requirement.
Amit Ray,16,Quantum machine learning promises to discover the optimal network topologies and hyperparameters automatically without human intervention.
Amit Ray,16,The beauty of quantum machine learning is that we do not need to depend on an algorithm like gradient descent or convex objective function. The objective function can be nonconvex or something else.
